2002-03 Parkhurst Stick and Jerseys #SJ34 Joe Sakic,0,1,0,0,39.5
2002-03 SPx #131 Joe Sakic CA/1257,0,0,0,1,7
2002-03 SPx Smooth Skaters #JS Joe Sakic,0,1,0,1,17.5
2002-03 SPx Spectrum Silver #83 Joe Sakic,0,0,0,1,6.8
2002-03 UD Piece of History #104 Joe Sakic SR,0,0,0,1,3.24
2002-03 UD Premier Collection Jerseys Bronze #SR Joe Sakic/Steven Reinprecht,0,1,0,1,12
2002-03 UD Top Shelf Dual Player Jerseys #STSH Dan Hinote/Joe Sakic,0,1,0,1,28
1995-96 Donruss Elite Cutting Edge #4 Peter Forsberg,0,0,0,1,4.8
1995-96 Leaf Limited Stars of the Game #4 Peter Forsberg,0,0,0,1,5.385
1996-97 Donruss Elite Status #7 Peter Forsberg,0,0,0,1,35.925
1996-97 Donruss Hit List #14 Peter Forsberg,0,0,0,1,3.175
1996-97 Leaf Limited Bash The Boards #8 Peter Forsberg,0,0,0,1,13.5
1996-97 Leaf Preferred Steel Power #6 Peter Forsberg,0,0,0,1,3.45
1996-97 Leaf The Best Of #8 Peter Forsberg,0,0,0,1,7.5
1996-97 Summit High Voltage #6 Peter Forsberg,0,0,0,1,25
1996-97 Upper Deck Lord Stanley's Heroes Quarterfinals #LS8 Peter Forsberg,0,0,0,1,5.4
1996-97 Upper Deck Lord Stanley's Heroes Semifinals #LS8 Peter Forsberg,0,0,0,1,20
1997-98 Donruss Canadian Ice Dominion Series #6 Peter Forsberg,0,0,0,1,22.5
1997-98 Donruss Canadian Ice Provincial Series #6 Peter Forsberg,0,0,0,1,12.075
1997-98 Donruss Canadian Ice Stanley Cup Scrapbook #18 Peter Forsberg CS,0,0,0,1,20
1997-98 Donruss Elite Back to the Future #5 Sergei Fedorov/Peter Forsberg,0,0,0,1,10.8
1997-98 Donruss Elite Craftsmen #23 Peter Forsberg,0,0,0,1,6.75
1997-98 Donruss Elite Inserts #7 Peter Forsberg,0,0,0,1,6.8
1997-98 Donruss Limited #2 Peter Forsberg/Michael Knuble C RC,1,0,0,0,0.89
1997-98 Donruss Line 2 Line #4 Peter Forsberg R,0,0,0,1,4.29
1997-98 Donruss Preferred Line of the Times #7B Peter Forsberg,0,0,0,1,25
1997-98 Leaf Banner Season #13 Peter Forsberg,0,0,0,1,6.915
1997-98 Leaf Fire On Ice #12 Peter Forsberg,0,0,0,1,7.5
1997-98 Leaf International Universal Ice #3 Peter Forsberg,0,0,0,1,13.5
1997-98 Pinnacle Certified Gold Team #10 Peter Forsberg,0,0,0,1,16
1997-98 Pinnacle Totally Certified Platinum Blue #32 Peter Forsberg,0,0,0,1,14
1997-98 Pinnacle Totally Certified Platinum Red #32 Peter Forsberg,0,0,0,1,6.5
