1998-99 Paramount HoloElectric #55 Peter Forsberg,Peter Forsberg,Colorado Avalanche,0,0,0,1,7.5
1998-99 Paramount HoloElectric #56 Valeri Kamensky,Valeri Kamensky,Colorado Avalanche,0,0,0,1,2.5
1998-99 Paramount HoloElectric #57 Claude Lemieux,Claude Lemieux,Colorado Avalanche,0,0,0,1,4.05
1998-99 Revolution #36 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,0,0.675
1998-99 Revolution Ice Shadow #37 Claude Lemieux,Claude Lemieux,Colorado Avalanche,0,0,0,1,3.6
1998-99 Revolution Red #34 Chris Drury,Chris Drury,Colorado Avalanche,0,0,0,1,1.8
1998-99 Revolution Red #36 Milan Hejduk,Milan Hejduk,Colorado Avalanche,0,0,0,1,3.6
1998-99 Revolution Three Pronged Attack Parallel #12 Patrick Roy,Patrick Roy,Colorado Avalanche,0,0,0,1,18.75
1998-99 Revolution Three Pronged Attack Parallel #23 Peter Forsberg,Peter Forsberg,Colorado Avalanche,0,0,0,1,10.8
1998-99 Revolution Three Pronged Attack Parallel #24 Joe Sakic,Joe Sakic,Colorado Avalanche,0,0,0,1,9
1998-99 SP Authentic #95 Milan Hejduk RC,Milan Hejduk,Colorado Avalanche,1,0,0,1,20
1998-99 SP Authentic #96 Chris Drury,Chris Drury,Colorado Avalanche,0,0,0,1,3.4
1998-99 SP Authentic Power Shift #20 Peter Forsberg,Peter Forsberg,Colorado Avalanche,0,0,0,1,18
1998-99 SP Authentic Power Shift #23 Adam Deadmarsh,Adam Deadmarsh,Colorado Avalanche,0,0,0,1,1.75
1998-99 SP Authentic Power Shift #95 Milan Hejduk,Milan Hejduk,Colorado Avalanche,0,0,0,1,45
1998-99 SP Authentic Power Shift #96 Chris Drury,Chris Drury,Colorado Avalanche,0,0,0,1,3.625
1998-99 SP Authentic Sign of the Times #AD Adam Deadmarsh,Adam Deadmarsh,Colorado Avalanche,0,0,1,0,4.75
1998-99 SP Authentic Stat Masters #S8 Joe Sakic/900,Joe Sakic,Colorado Avalanche,0,0,0,1,6
1998-99 SP Authentic Stat Masters #S19 Peter Forsberg/400,Peter Forsberg,Colorado Avalanche,0,0,0,1,10.8
1998-99 SPx Finite #22 Joe Sakic,Joe Sakic,Colorado Avalanche,0,0,0,1,2.245
