Title,Name,Team,Name Trend,Team Trend,Year,Print Run,Patch,Jsy,Sticker,Rookie,Memorbilia,Autographed,Serial Number,Cost
2000-01 Upper Deck Ice Stars #1 Paul Kariya , Paul Kariya,Anaheim Ducks,1523,2544,2000,500,0,0,0,0,0,0,1,3.5
2000-01 Upper Deck Ice Stars #9 Tony Amonte , Tony Amonte,Chicago Blackhawks,1222,2291,2000,500,0,0,0,0,0,0,1,2.1
2000-01 Upper Deck Ice Stars #17 Chris Osgood , Chris Osgood,Detroit Red Wings,1940,1931,2000,500,0,0,0,0,0,0,1,3.96
2000-01 Upper Deck Ice Stars #24 Martin Brodeur , Martin Brodeur,New Jersey Devils,2110,2499,2000,500,0,0,0,0,0,0,1,9
2000-01 Upper Deck Ice Stars #32 Jaromir Jagr - Serial #282/500, Jaromir Jagr,Pittsburgh Penguins,2033,1838,2000,500,0,0,0,0,0,0,1,8.93
2000-01 Upper Deck Ice Stars #36 Vincent Lecavalier , Vincent Lecavalier,Tampa Bay Lightning,1455,674,2000,500,0,0,0,0,0,0,1,3.6
2000-01 Upper Deck Ice Stars #46 Tyler Bouck , Tyler Bouck,Dallas Stars,0,823,2000,500,0,0,0,0,0,0,1,4.5
2000-01 Upper Deck Ice Stars #55 Eric Nickulas , Eric Nickulas,Boston Bruins,0,1076,2000,500,0,0,0,0,0,0,1,2.5
2001-02 Upper Deck Ice #45 Zdenek Kutlak RC , Zdenek Kutlak,Boston Bruins,0,1076,2001,1500,0,0,0,1,0,0,1,4
2001-02 Upper Deck Ice #48 Erik Cole RC , Erik Cole,Carolina Hurricanes,1379,796,2001,1500,0,0,0,1,0,0,1,6
2001-02 Upper Deck Ice #54 Ty Conklin RC , Ty Conklin,Edmonton Oilers,1063,2477,2001,1500,0,0,0,1,0,0,1,6
2001-02 Upper Deck Ice #63 Ivan Ciernik RC , Ivan Ciernik,Ottawa Senators,0,1322,2001,1500,0,0,0,1,0,0,1,3.4
2001-02 Upper Deck Ice #71 Pat Kavanagh RC , Pat Kavanagh,Vancouver Canucks,195,2597,2001,1500,0,0,0,1,0,0,1,5
2001-02 Upper Deck Ice #74 Kamil Piros RC , Kamil Piros,Atlanta Thrashers,0,1964,2001,1500,0,0,0,1,0,0,1,4
2001-02 Upper Deck Ice #78 Pavel Skrbek RC , Pavel Skrbek,Nashville Predators,0,1131,2001,1500,0,0,0,1,0,0,1,4
2001-02 Upper Deck Ice #80 Chris Neil RC RC , Chris Neil,Ottawa Senators,730,1322,2001,1500,0,0,0,1,0,0,1,2
2001-02 Upper Deck Ice #84 Chris Corrinet RC , Chris Corrinet,Washington Capitals,0,687,2001,1500,0,0,0,1,0,0,1,3
2001-02 Upper Deck Ice #139 Ryan Flinn RC , Ryan Flinn,Los Angeles Kings,477,2501,2001,1000,0,0,0,1,0,0,1,3.75
2001-02 Upper Deck Ice #147 Eric Meloche RC , Eric Meloche,Pittsburgh Penguins,0,1838,2001,1000,0,0,0,1,0,0,1,3.75
2003-04 Upper Deck Ice #92 Antti Miettinen RC , Antti Miettinen,Dallas Stars,100,823,2003,999,0,0,0,1,0,0,1,6
2003-04 Upper Deck Ice #96 Mikhail Yakubov RC , Mikhail Yakubov,Chicago Blackhawks,0,2291,2003,999,0,0,0,1,0,0,1,4
2003-04 Upper Deck Ice #110 Jed Ortmeyer RC , Jed Ortmeyer,New York Rangers,420,2592,2003,999,0,0,0,1,0,0,1,4
2003-04 Upper Deck Ice Breakers #IBIK Ilya Kovalchuk , Ilya Kovalchuk,Atlanta Thrashers,993,1964,2003,75,0,1,0,0,1,0,1,18
2003-04 Upper Deck Ice Breakers #IBMH Marian Hossa - Game-Worn Jersey Card Serial #50/75, Marian Hossa,Ottawa Senators,1687,1322,2003,75,0,1,0,0,1,0,1,11.85
2003-04 Upper Deck Ice Breakers #IBSS Sergei Samsonov 3 clr, Sergei Samsonov,Boston Bruins,1342,1076,2003,75,0,1,0,0,1,0,1,7.35
2003-04 Upper Deck Ice Clear Cut Winner Patches #CCMB Martin Brodeur , Martin Brodeur,New Jersey Devils,2110,2499,2003,25,1,1,0,0,1,0,1,80
2005-06 Upper Deck Ice #109 Dion Phaneuf RC , Dion Phaneuf,Calgary Flames,924,730,2005,999,0,0,0,1,0,0,1,12
2005-06 Upper Deck Ice #118 Alexander Steen RC , Alexander Steen,Toronto Maple Leafs,879,1127,2005,999,0,0,0,1,0,0,1,10
2005-06 Upper Deck Ice #201 Cam Janssen RC , Cam Janssen,New Jersey Devils,525,2499,2005,2999,0,0,0,1,0,0,1,3.39
2005-06 Upper Deck Ice #202 Kevin Colley RC , Kevin Colley,New York Islanders,353,1697,2005,2999,0,0,0,1,0,0,1,2.925
2005-06 Upper Deck Ice #204 Yanick Lehoux RC , Yanick Lehoux,Los Angeles Kings,0,2501,2005,2999,0,0,0,1,0,0,1,3.334285714
2005-06 Upper Deck Ice #205 Erik Christensen RC , Erik Christensen,Pittsburgh Penguins,194,1838,2005,2999,0,0,0,1,0,0,1,2.79
2005-06 Upper Deck Ice #207 Nick Tarnasky RC , Nick Tarnasky,Tampa Bay Lightning,196,674,2005,2999,0,0,0,1,0,0,1,3.657777778
2005-06 Upper Deck Ice #208 Brian Eklund RC , Brian Eklund,Boston Bruins,564,1076,2005,2999,0,0,0,1,0,0,1,2.875
2005-06 Upper Deck Ice #210 Tomas Fleischmann RC , Tomas Fleischmann,Washington Capitals,283,687,2005,2999,0,0,0,1,0,0,1,3.247777778
2005-06 Upper Deck Ice #211 Brad Richardson RC , Brad Richardson,Colorado Avalanche,699,1163,2005,2999,0,0,0,1,0,0,1,3.798
2005-06 Upper Deck Ice #213 Jean-Philippe Cote RC , Jean-Philippe Cote,Montreal Canadiens,0,2057,2005,2999,0,0,0,1,0,0,1,2.362857143
2005-06 Upper Deck Ice #214 Andrei Kostitsyn RC , Andrei Kostitsyn,Montreal Canadiens,951,2057,2005,2999,0,0,0,1,0,0,1,6.74375
2005-06 Upper Deck Ice #216 Ben Eager RC , Ben Eager,Philadelphia Flyers,1269,1906,2005,2999,0,0,0,1,0,0,1,3.2
2005-06 Upper Deck Ice #217 Andrew Ladd RC , Andrew Ladd,Carolina Hurricanes,995,796,2005,2999,0,0,0,1,0,0,1,4.99375
2005-06 Upper Deck Ice #219 Jeff Tambellini RC , Jeff Tambellini,Los Angeles Kings,692,2501,2005,2999,0,0,0,1,0,0,1,2.4225
2005-06 Upper Deck Ice #220 Kevin Klein RC , Kevin Klein,Nashville Predators,817,1131,2005,2999,0,0,0,1,0,0,1,2.656666667
2005-06 Upper Deck Ice #222 Chris Thorburn RC , Chris Thorburn,Buffalo Sabres,350,2180,2005,2999,0,0,0,1,0,0,1,2.808333333
2005-06 Upper Deck Ice #223 Doug Murray RC , Doug Murray,San Jose Sharks,508,867,2005,2999,0,0,0,1,0,0,1,2.516
2005-06 Upper Deck Ice #225 Grant Stevenson RC , Grant Stevenson,San Jose Sharks,568,867,2005,2999,0,0,0,1,0,0,1,2.403
2005-06 Upper Deck Ice #226 Ryan Ready RC , Ryan Ready,Philadelphia Flyers,100,1906,2005,2999,0,0,0,1,0,0,1,2.85
2005-06 Upper Deck Ice #228 Geoff Platt RC , Geoff Platt,Columbus Blue Jackets,199,605,2005,2999,0,0,0,1,0,0,1,2.964285714
2005-06 Upper Deck Ice #229 Chris Beckford-Tseu RC , Chris Beckford-Tseu,St. Louis Blues,0,777,2005,2999,0,0,0,1,0,0,1,2.55
2005-06 Upper Deck Ice #231 Ben Walter RC , Ben Walter,Boston Bruins,100,1076,2005,2999,0,0,0,1,0,0,1,2.194444444
2005-06 Upper Deck Ice #232 Jonathan Ferland RC , Jonathan Ferland,Montreal Canadiens,0,2057,2005,2999,0,0,0,1,0,0,1,2.65
2005-06 Upper Deck Ice #234 Rick Rypien RC , Rick Rypien,Vancouver Canucks,1174,2597,2005,2999,0,0,0,1,0,0,1,5.467142857
2005-06 Upper Deck Ice #235 Alexandre Burrows RC , Alexandre Menard Burrows,Vancouver Canucks,0,2597,2005,2999,0,0,0,1,0,0,1,6.975
2005-06 Upper Deck Ice #237 Mike Green RC , Mike DEF Green,Washington Capitals,0,687,2005,2999,0,0,0,1,0,0,1,7.5
2005-06 Upper Deck Ice #238 Richie Regehr RC , Richie Regehr,Calgary Flames,0,730,2005,2999,0,0,0,1,0,0,1,2.374
2005-06 Upper Deck Ice #240 Chad Larose RC , Chad Larose,Carolina Hurricanes,1142,796,2005,2999,0,0,0,1,0,0,1,2.2625
2005-06 Upper Deck Ice #241 Petr Kanko RC , Petr Kanko,Los Angeles Kings,0,2501,2005,2999,0,0,0,1,0,0,1,2.988888889
2005-06 Upper Deck Ice #243 Connor James RC , Connor James,Los Angeles Kings,1109,2501,2005,2999,0,0,0,1,0,0,1,2.775
2005-06 Upper Deck Ice #244 Richard Petiot RC , Richard Petiot,Los Angeles Kings,0,2501,2005,2999,0,0,0,1,0,0,1,2.95
2005-06 Upper Deck Ice #246 Ryan Craig RC , Ryan Craig,Tampa Bay Lightning,2141,674,2005,2999,0,0,0,1,0,0,1,2.26875
2005-06 Upper Deck Ice #247 Matt Greene RC , Matt DEF Greene,Edmonton Oilers,0,2477,2005,2999,0,0,0,1,0,0,1,2.256666667
2005-06 Upper Deck Ice #249 Colby Armstrong RC , Colby Armstrong,Pittsburgh Penguins,1390,1838,2005,2999,0,0,0,1,0,0,1,3.63
2005-06 Upper Deck Ice #250 Greg Zanon RC , Greg Zanon,Nashville Predators,281,1131,2005,2999,0,0,0,1,0,0,1,4.45625
2005-06 Upper Deck Ice #253 Daniel Paille RC , Daniel Paille,Buffalo Sabres,889,2180,2005,2999,0,0,0,1,0,0,1,3.5175
2005-06 Upper Deck Ice #254 Nathan Paetsch RC , Nathan Paetsch,Buffalo Sabres,1230,2180,2005,2999,0,0,0,1,0,0,1,3.39
2005-06 Upper Deck Ice #256 Petr Taticek RC , Petr Taticek,Florida Panthers,0,2613,2005,2999,0,0,0,1,0,0,1,3.1
2005-06 Upper Deck Ice #257 Alexandre Picard RC , Alexandre (DEF) Picard,Philadelphia Flyers,0,1906,2005,2999,0,0,0,1,0,0,1,2.19
2005-06 Upper Deck Ice #259 Alexandre Picard RC , Alexandre (FWD) Picard,Columbus Blue Jackets,0,605,2005,2999,0,0,0,1,0,0,1,2.33
2005-06 Upper Deck Ice #261 Jason Ryznar RC , Jason Ryznar,New Jersey Devils,0,2499,2005,2999,0,0,0,1,0,0,1,2.409090909
2005-06 Upper Deck Ice #263 Mike Glumac RC , Mike Glumac,St. Louis Blues,0,777,2005,2999,0,0,0,1,0,0,1,3.457142857
2005-06 Upper Deck Ice #264 Jay Harrison RC , Jay Harrison,Toronto Maple Leafs,1011,1127,2005,2999,0,0,0,1,0,0,1,2.50625
2005-06 Upper Deck Ice #266 Mark Giordano RC - Serial #'d/2999, Mark Giordano,Calgary Flames,1110,730,2005,2999,0,0,0,1,0,0,1,2.97
2005-06 Upper Deck Ice #267 David Gove RC , David Gove,Carolina Hurricanes,294,796,2005,2999,0,0,0,1,0,0,1,3.735714286
2005-06 Upper Deck Ice Cool Threads Glass #CTNH Nathan Horton , Nathan Horton,Florida Panthers,1684,2613,2005,100,0,1,0,0,1,0,1,4.02
2005-06 Upper Deck Ice Cool Threads Glass #CTSD Shane Doan , Shane Doan,Phoenix Coyotes,390,2100,2005,100,0,1,0,0,1,0,1,4
2005-06 Upper Deck Ice Rainbow #86 Martin St. Louis , Martin St. Louis,Tampa Bay Lightning,1268,674,2005,100,0,0,0,0,0,0,1,10.425
2008-09 Upper Deck Ice #101 Jack Hillen RC , Jack Hillen,New York Islanders,566,1697,2008,1999,0,0,0,1,0,0,1,3.539
2008-09 Upper Deck Ice #103 Tom Cavanagh RC , Tom Cavanagh,San Jose Sharks,540,867,2008,1999,0,0,0,1,0,0,1,3.5875
2008-09 Upper Deck Ice #104 Dane Byers RC , Dane Byers,New York Rangers,100,2592,2008,1999,0,0,0,1,0,0,1,2.25
2008-09 Upper Deck Ice #106 Jason Garrison RC , Jason Garrison,Florida Panthers,711,2613,2008,1999,0,0,0,1,0,0,1,4.155
2008-09 Upper Deck Ice #107 Pierre-Luc Letourneau-Leblond RC , Pierre-Luc Leblond-Letourneau,New Jersey Devils,0,2499,2008,1999,0,0,0,1,0,0,1,2.64
2008-09 Upper Deck Ice #109 Simeon Varlamov RC , Simeon Varlamov,Washington Capitals,0,687,2008,1999,0,0,0,1,0,0,1,6.675
2008-09 Upper Deck Ice #110 Janne Pesonen RC , Janne Pesonen,Pittsburgh Penguins,100,1838,2008,1999,0,0,0,1,0,0,1,4.416666667
2008-09 Upper Deck Ice #112 Patrick Davis RC , Patrick Davis,New Jersey Devils,758,2499,2008,1999,0,0,0,1,0,0,1,3.577777778
2008-09 Upper Deck Ice #113 Cam Paddock RC , Cam Paddock,St. Louis Blues,0,777,2008,1999,0,0,0,1,0,0,1,2.767777778
2008-09 Upper Deck Ice #115 John Curry RC , John Curry,Pittsburgh Penguins,505,1838,2008,1999,0,0,0,1,0,0,1,4.7
2008-09 Upper Deck Ice #116 Zack Smith RC , Zack Smith,Ottawa Senators,267,1322,2008,1999,0,0,0,1,0,0,1,3.342857143
2008-09 Upper Deck Ice #118 Tim Sestito RC , Tim Sestito,Edmonton Oilers,0,2477,2008,1999,0,0,0,1,0,0,1,3.725
2008-09 Upper Deck Ice #119 Joey Crabb RC , Joey Crabb,Atlanta Thrashers,100,1964,2008,1999,0,0,0,1,0,0,1,4
2008-09 Upper Deck Ice #121 Alexandre Bolduc RC , Alexandre Bolduc,Vancouver Canucks,288,2597,2008,1999,0,0,0,1,0,0,1,3.7125
2008-09 Upper Deck Ice #122 Brian Boyle RC , Brian Boyle,Los Angeles Kings,560,2501,2008,999,0,0,0,1,0,0,1,4.62
2008-09 Upper Deck Ice #124 Ben Maxwell RC , Ben Maxwell,Montreal Canadiens,902,2057,2008,999,0,0,0,1,0,0,1,5.445
2008-09 Upper Deck Ice #125 Matt D'Agostini RC , Matt D'Agostini,Montreal Canadiens,0,2057,2008,999,0,0,0,1,0,0,1,4.482
2008-09 Upper Deck Ice #127 Jonathan Ericsson RC , Jonathan Ericsson,Detroit Red Wings,1568,1931,2008,999,0,0,0,1,0,0,1,5.118333333
2008-09 Upper Deck Ice #128 Erik Ersberg RC , Erik Ersberg,Los Angeles Kings,0,2501,2008,999,0,0,0,1,0,0,1,4.241666667
2008-09 Upper Deck Ice #130 Cory Schneider RC , Cory Schneider,Vancouver Canucks,834,2597,2008,999,0,0,0,1,0,0,1,14
2008-09 Upper Deck Ice #131 Jonas Frogren RC , Jonas Frogren,Toronto Maple Leafs,0,1127,2008,999,0,0,0,1,0,0,1,3.575
2008-09 Upper Deck Ice #133 Shawn Matthias RC , Shawn Matthias,Florida Panthers,544,2613,2008,999,0,0,0,1,0,0,1,5.104
2008-09 Upper Deck Ice #134 John Mitchell RC , John Mitchell,Toronto Maple Leafs,596,1127,2008,999,0,0,0,1,0,0,1,4.546666667
2008-09 Upper Deck Ice #136 Adam Pardy RC , Adam Pardy,Calgary Flames,100,730,2008,999,0,0,0,1,0,0,1,4.428
2008-09 Upper Deck Ice #137 Theo Peckham RC , Theo Peckham,Edmonton Oilers,383,2477,2008,999,0,0,0,1,0,0,1,4.492
2008-09 Upper Deck Ice #139 Mattias Ritola RC , Mattias Ritola,Detroit Red Wings,0,1931,2008,999,0,0,0,1,0,0,1,4.6
2008-09 Upper Deck Ice #140 Tom Sestito RC , Tom Sestito,Columbus Blue Jackets,585,605,2008,999,0,0,0,1,0,0,1,5.904
2008-09 Upper Deck Ice #142 Ilya Zubov RC , Ilya Zubov,Ottawa Senators,0,1322,2008,999,0,0,0,1,0,0,1,4.022
2008-09 Upper Deck Ice #144 Andreas Nodl RC , Andreas Nodl,Philadelphia Flyers,285,1906,2008,499,0,0,0,1,0,0,1,4.8
2008-09 Upper Deck Ice #147 Darroll Powe RC , Darroll Powe,Philadelphia Flyers,0,1906,2008,499,0,0,0,1,0,0,1,11
2008-09 Upper Deck Ice #150 Steve Mason RC - Serial #240/499, Steve Mason,Columbus Blue Jackets,1788,605,2008,499,0,0,0,1,0,0,1,9.6
2008-09 Upper Deck Ice #155 Matthew Halischuk RC , Matt Halischuk,New Jersey Devils,265,2499,2008,499,0,0,0,1,0,0,1,4.6975
2008-09 Upper Deck Ice #156 Luca Sbisa RC , Luca Sbisa,Philadelphia Flyers,472,1906,2008,499,0,0,0,1,0,0,1,3.27
2008-09 Upper Deck Ice #160 Petr Vrana RC , Petr Vrana,New Jersey Devils,0,2499,2008,499,0,0,0,1,0,0,1,4.35
2008-09 Upper Deck Ice #162 Derek Dorsett RC , Derek Dorsett,Columbus Blue Jackets,578,605,2008,499,0,0,0,1,0,0,1,8.36
2008-09 Upper Deck Ice #164 Steve MacIntyre RC , Steve MacIntyre,Edmonton Oilers,537,2477,2008,499,0,0,0,1,0,0,1,8.725
2008-09 Upper Deck Ice #166 Viktor Tikhonov RC , Viktor Tikhonov,Phoenix Coyotes,1044,2100,2008,499,0,0,0,1,0,0,1,6.373333333
2008-09 Upper Deck Ice Fresh Threads Parallel #FTKT Kyle Turris , Kyle Turris,Phoenix Coyotes,908,2100,2008,100,0,1,0,0,1,0,1,9.375
2009-10 Upper Deck Ice #101 Scott Parse RC , Scott Parse,Los Angeles Kings,664,2501,2009,1999,0,0,0,1,0,0,1,3.831666667
2009-10 Upper Deck Ice #103 Andreas Thuresson RC , Andreas Thuresson,Nashville Predators,0,1131,2009,1999,0,0,0,1,0,0,1,3.79
2009-10 Upper Deck Ice #104 Philippe Dupuis RC , Philippe Dupuis,Colorado Avalanche,100,1163,2009,1999,0,0,0,1,0,0,1,4.253333333
2009-10 Upper Deck Ice #106 Matt Hendricks RC , Matt Hendricks,Colorado Avalanche,924,1163,2009,1999,0,0,0,1,0,0,1,3.07
2009-10 Upper Deck Ice #107 Teemu Laakso RC , Teemu Laakso,Nashville Predators,0,1131,2009,1999,0,0,0,1,0,0,1,2.425
2009-10 Upper Deck Ice #109 Grant Lewis RC , Grant Lewis,Atlanta Thrashers,1017,1964,2009,1999,0,0,0,1,0,0,1,3.265555556
2009-10 Upper Deck Ice #110 Peter Olvecky RC , Peter Olvecky,Nashville Predators,0,1131,2009,1999,0,0,0,1,0,0,1,3.483333333
2009-10 Upper Deck Ice #112 John Scott RC - Serial #'d/1999, John Scott,Minnesota Wild,715,2085,2009,1999,0,0,0,1,0,0,1,3.795
2009-10 Upper Deck Ice #113 Francis Wathier RC , Francis Wathier,Dallas Stars,0,823,2009,1999,0,0,0,1,0,0,1,3.44
2009-10 Upper Deck Ice #115 Peter Regin RC , Peter Regin,Ottawa Senators,375,1322,2009,1999,0,0,0,1,0,0,1,3.143
2009-10 Upper Deck Ice #116 Matt Climie RC , Matt Climie,Dallas Stars,373,823,2009,1999,0,0,0,1,0,0,1,3.212857143
2009-10 Upper Deck Ice #118 Davis Drewiske RC , Davis Drewiske,Los Angeles Kings,291,2501,2009,1999,0,0,0,1,0,0,1,4.1
2009-10 Upper Deck Ice #119 Mika Pyorala RC , Mika Pyorala,Philadelphia Flyers,0,1906,2009,1999,0,0,0,1,0,0,1,3.385714286
2009-10 Upper Deck Ice #121 Tom Wandell RC , Tom Wandell,Dallas Stars,100,823,2009,1999,0,0,0,1,0,0,1,3.81
2009-10 Upper Deck Ice #123 Mathieu Carle RC , Mathieu Carle,Montreal Canadiens,0,2057,2009,999,0,0,0,1,0,0,1,5.68
2009-10 Upper Deck Ice #125 Alexander Salak RC , Alexander Salak,Florida Panthers,0,2613,2009,999,0,0,0,1,0,0,1,4.44
2009-10 Upper Deck Ice #126 John Negrin RC , John Negrin,Calgary Flames,100,730,2009,999,0,0,0,1,0,0,1,4.6725
2009-10 Upper Deck Ice #128 Mario Bliznak RC , Mario Bliznak,Vancouver Canucks,100,2597,2009,999,0,0,0,1,0,0,1,5.1725
2009-10 Upper Deck Ice #129 Anton Khudobin RC , Anton Khudobin,Minnesota Wild,1518,2085,2009,999,0,0,0,1,0,0,1,6.84
2009-10 Upper Deck Ice #131 Matthew Corrente RC , Matt Corrente,New Jersey Devils,0,2499,2009,999,0,0,0,1,0,0,1,4.56
2009-10 Upper Deck Ice #132 Steven Zalewski RC , Steven Zalewski,San Jose Sharks,0,867,2009,999,0,0,0,1,0,0,1,3.634285714
2009-10 Upper Deck Ice #134 Bobby Sanguinetti RC , Bob Sanguinetti,New York Rangers,0,2592,2009,999,0,0,0,1,0,0,1,3.8625
2009-10 Upper Deck Ice #136 Matt Pelech RC , Matt Pelech,Calgary Flames,192,730,2009,999,0,0,0,1,0,0,1,5.352
2009-10 Upper Deck Ice #138 Frazer McLaren RC , Frazer McLaren,San Jose Sharks,385,867,2009,999,0,0,0,1,0,0,1,4.328333333
2009-10 Upper Deck Ice #139 Michael Sauer RC , Mike Sauer,New York Rangers,100,2592,2009,999,0,0,0,1,0,0,1,4.78
2009-10 Upper Deck Ice #141 Danny Irmen RC - Serial #'d/999, Danny Irmen,Minnesota Wild,197,2085,2009,999,0,0,0,1,0,0,1,2.9625
2009-10 Upper Deck Ice #143 Brian Salcido RC , Brian Salcido,Anaheim Ducks,281,2544,2009,499,0,0,0,1,0,0,1,4.11
2009-10 Upper Deck Ice #145 Spencer Machacek RC , Spencer Machacek,Atlanta Thrashers,0,1964,2009,499,0,0,0,1,0,0,1,4.95
2009-10 Upper Deck Ice #146 T.J. Galiardi RC , T.J. Galiardi,Colorado Avalanche,0,1163,2009,499,0,0,0,1,0,0,1,5.8
2005-06 Upper Deck Ice Cool Threads Glass #CTAP Alexander Perezhogin #50/100, Alexander Perezhogin,Montreal Canadiens,100,2057,2005,100,0,1,0,0,1,0,1,3.55
2005-06 Upper Deck Ice Cool Threads Glass #CTGB Gilbert Brule , Gilbert Brule,Columbus Blue Jackets,477,605,2005,100,0,1,0,0,1,0,1,2.4
2005-06 Upper Deck Ice Cool Threads Glass #CTJO Jose Theodore , Jose Theodore,Montreal Canadiens,1108,2057,2005,100,0,1,0,0,1,0,1,2.4
2005-06 Upper Deck Ice Cool Threads Glass #CTMP Michael Peca , Mike Peca,Edmonton Oilers,1218,2477,2005,100,0,1,0,0,1,0,1,2
2005-06 Upper Deck Ice Cool Threads Glass #CTTR Tuomo Ruutu #/100, Tuomo Ruutu,Chicago Blackhawks,1222,2291,2005,100,0,1,0,0,1,0,1,4.8
2005-06 Upper Deck Ice Fresh Ice Glass Patches #FIPAH Adam Hall , Adam Hall,Nashville Predators,1433,1131,2005,50,1,1,0,0,1,0,1,25
2005-06 Upper Deck Ice Frozen Fabrics Glass #FFAY Alexei Yashin , Alexei Yashin,New York Islanders,1828,1697,2005,100,0,1,0,0,1,0,1,13.5
2005-06 Upper Deck Ice Frozen Fabrics Glass #FFKP Keith Primeau , Keith Primeau,Philadelphia Flyers,764,1906,2005,100,0,1,0,0,1,0,1,18
2005-06 Upper Deck Ice Frozen Fabrics Patch Autographs #FAPDH Dany Heatley - Autograph 2 Color Game-Worn Jersey Card Serial #10/10, Dany Heatley,Ottawa Senators,2385,1322,2005,10,1,1,0,0,1,1,1,129.5
2005-06 Upper Deck Ice Frozen Fabrics Patches #FFPKT Keith Tkachuk , Keith Tkachuk,St. Louis Blues,1388,777,2005,50,1,1,0,0,1,0,1,30
2005-06 Upper Deck Ice Rainbow #13 Chris Drury - Refractor Style Card Serial #085/100, Chris Drury,Buffalo Sabres,2076,2180,2005,100,0,0,0,0,0,0,1,9.9
2005-06 Upper Deck Ice Rainbow #21 Tuomo Ruutu - Refractor Style Card Serial #014/100, Tuomo Ruutu,Chicago Blackhawks,1222,2291,2005,100,0,0,0,0,0,0,1,11.85
2005-06 Upper Deck Ice Rainbow #51 Michael Ryder , Michael Ryder,Montreal Canadiens,1587,2057,2005,100,0,0,0,0,0,0,1,5.88
2005-06 Upper Deck Ice Rainbow #58 Brian Gionta , Brian Gionta,New Jersey Devils,1375,2499,2005,100,0,0,0,0,0,0,1,5.88
2005-06 Upper Deck Ice Rainbow #61 Rick DiPietro , Rick DiPietro,New York Islanders,2031,1697,2005,100,0,0,0,0,0,0,1,10.8
2005-06 Upper Deck Ice Rainbow #80 Joe Thornton , Joe Thornton,San Jose Sharks,689,867,2005,100,0,0,0,0,0,0,1,18.75
2005-06 Upper Deck Ice Rainbow #92 Eric Lindros , Eric Lindros,Toronto Maple Leafs,2027,1127,2005,100,0,0,0,0,0,0,1,22.5
2008-09 Upper Deck Ice #143 T.J. Oshie RC , T.J. Oshie,St. Louis Blues,982,777,2008,499,0,0,0,1,0,0,1,30
2008-09 Upper Deck Ice #154 Ryan Jones RC , Ryan Jones,Nashville Predators,1586,1131,2008,499,0,0,0,1,0,0,1,3.99
2008-09 Upper Deck Ice #168 Ben Bishop RC , Ben Bishop,St. Louis Blues,283,777,2008,499,0,0,0,1,0,0,1,15
2008-09 Upper Deck Ice #210 Alex Goligoski PATCH AU - Autograph Jersey Patch RC Serial #01/10, Alex Goligoski,Pittsburgh Penguins,1824,1838,2008,10,1,1,1,0,1,1,1,69.5
2008-09 Upper Deck Ice Fresh Threads Black Parallel #FTIZ Ilya Zubov Two Black Jerseys pieces #5/25, Ilya Zubov,Ottawa Senators,0,1322,2008,25,0,1,0,0,1,0,1,7.9
2008-09 Upper Deck Ice Fresh Threads Parallel #FTAG Alex Goligoski /100, Alex Goligoski,Pittsburgh Penguins,1824,1838,2008,100,0,1,0,0,1,0,1,6
2008-09 Upper Deck Ice Fresh Threads Parallel #FTCG Colton Gillies , Colton Gillies,Minnesota Wild,100,2085,2008,100,0,1,0,0,1,0,1,4.8
2008-09 Upper Deck Ice Fresh Threads Parallel #FTLS Luke Schenn #'d 90/100, Luke Schenn,Toronto Maple Leafs,807,1127,2008,100,0,1,0,0,1,0,1,7.2
2008-09 Upper Deck Ice Fresh Threads Parallel #FTNF Nikita Filatov Blue Jersey pieces #26/100, Nikita Filatov,Columbus Blue Jackets,654,605,2008,100,0,1,0,0,1,0,1,6.2
2008-09 Upper Deck Ice Fresh Threads Parallel #FTSM Shawn Matthias , Shawn Matthias,Florida Panthers,544,2613,2008,100,0,1,0,0,1,0,1,9
2008-09 Upper Deck Ice Fresh Threads Patches #FTJF Jon Filewich , Jonathan Filewich,Pittsburgh Penguins,0,1838,2008,25,1,1,0,0,1,0,1,10
2008-09 Upper Deck Ice Frozen Fabrics Black Parallel #FFBD Brendan Shanahan , Brendan Shanahan,New York Rangers,1449,2592,2008,25,0,1,0,0,1,0,1,10
2008-09 Upper Deck Ice Frozen Fabrics Black Parallel #FFPE Patrik Elias , Patrik Elias,New Jersey Devils,1239,2499,2008,25,0,1,0,0,1,0,1,10
2008-09 Upper Deck Ice Frozen Fabrics Black Parallel #FFVT Vesa Toskala #25/25, Vesa Toskala,Toronto Maple Leafs,685,1127,2008,25,0,1,0,0,1,0,1,7.35
2008-09 Upper Deck Ice Frozen Fabrics Parallel #FFEM Evgeni Malkin , Evgeni Malkin,Pittsburgh Penguins,1139,1838,2008,100,0,1,0,0,1,0,1,12.5
2008-09 Upper Deck Ice Frozen Fabrics Parallel #FFLR Larry Robinson , Larry Robinson,Montreal Canadiens,875,2057,2008,100,0,1,0,0,1,0,1,11.25
2008-09 Upper Deck Ice Frozen Fabrics Parallel #FFMK Mikko Koivu , Mikko Koivu,Minnesota Wild,665,2085,2008,100,0,1,0,0,1,0,1,10.8
2008-09 Upper Deck Ice Frozen Fabrics Parallel #FFTB Todd Bertuzzi , Todd Bertuzzi,Calgary Flames,790,730,2008,100,0,1,0,0,1,0,1,15
2008-09 Upper Deck Ice Frozen Fabrics Parallel #FFWW Wojtek Wolski , Wojtek Wolski,Colorado Avalanche,506,1163,2008,100,0,1,0,0,1,0,1,7.2
