Title,Name,Team,Name Trend,Team Trend,Year,Print Run,Patch,Jsy,Sticker,Rookie,Memorbilia,Autographed,Serial Number,Cost
2003-04 O-Pee-Chee Blue #257 Brendan Shanahan , Brendan Shanahan,Detroit Red Wings,1449,1931,2003,500,0,0,0,0,0,0,1,3.333333333
2003-04 O-Pee-Chee Blue #259 Sergei Berezin , Sergei Berezin,Washington Capitals,380,687,2003,500,0,0,0,0,0,0,1,1.453333333
2003-04 O-Pee-Chee Blue #261 Yannick Tremblay , Yannick Tremblay,Atlanta Thrashers,0,1964,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #263 Robyn Regehr , Robyn Regehr,Calgary Flames,945,730,2003,500,0,0,0,0,0,0,1,1.74
2003-04 O-Pee-Chee Blue #268 Marco Sturm , Marco Sturm,San Jose Sharks,1296,867,2003,500,0,0,0,0,0,0,1,1.565
2003-04 O-Pee-Chee Blue #271 David Aebischer , David Aebischer,Colorado Avalanche,1119,1163,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #279 Darius Kasparaitis BM , Darius Kasparaitis,New York Rangers,1406,2592,2003,500,0,0,0,0,0,0,1,1.55
2003-04 O-Pee-Chee Blue #280 Scott Stevens BM , Scott Stevens,New Jersey Devils,2712,2499,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #282 Donald Brashear BM , Donald Brashear,Philadelphia Flyers,776,1906,2003,500,0,0,0,0,0,0,1,1.7
2000-01 O-Pee-Chee Foil Parallel #13 Zigmund Palffy s9888, Zigmund Palffy,Los Angeles Kings,1131,2501,2000,100,0,0,0,0,0,0,1,5.9
2000-01 O-Pee-Chee Foil Parallel #216 Scott Mellanby , Scott Mellanby,Florida Panthers,1384,2613,2000,100,0,0,0,0,0,0,1,6
2000-01 O-Pee-Chee Foil Parallel #259B Kelly Buchberger , Kelly Buchberger,Los Angeles Kings,1020,2501,2000,100,0,0,0,0,0,0,1,7.2
2000-01 O-Pee-Chee Foil Parallel #292 Eric Nickulas , Eric Nickulas,Boston Bruins,0,1076,2000,100,0,0,0,0,0,0,1,5.4
2000-01 O-Pee-Chee Foil Parallel #310 Richard Jackman , Richard Jackman,Dallas Stars,100,823,2000,100,0,0,0,0,0,0,1,4.5
2002-03 Topps O-Pee-Chee Blue #13 Mike Modano , Mike Modano,Dallas Stars,1362,823,2002,500,0,0,0,0,0,0,1,5.4
2003-04 O-Pee-Chee Blue #13 Alyn McCauley , Alyn McCauley,San Jose Sharks,562,867,2003,500,0,0,0,0,0,0,1,1.5
2003-04 O-Pee-Chee Blue #19 Joe Sakic , Joe Sakic,Colorado Avalanche,1416,1163,2003,500,0,0,0,0,0,0,1,6
2003-04 O-Pee-Chee Blue #29 Todd Marchant , Todd Marchant,Edmonton Oilers,612,2477,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #31 Rick Nash , Rick Nash,Columbus Blue Jackets,362,605,2003,500,0,0,0,0,0,0,1,2.4
2003-04 O-Pee-Chee Blue #43 Dwayne Roloson , Dwayne Roloson,Minnesota Wild,929,2085,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #46 Shawn Horcoff , Shawn Horcoff,Edmonton Oilers,1172,2477,2003,500,0,0,0,0,0,0,1,1.88
2003-04 O-Pee-Chee Blue #53 Brendan Witt , Brendan Witt,Washington Capitals,583,687,2003,500,0,0,0,0,0,0,1,1.23
2003-04 O-Pee-Chee Blue #56 Sergei Zubov , Sergei Zubov,Dallas Stars,321,823,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #59 Matt Cooke , Matt Cooke,Vancouver Canucks,1049,2597,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #64 Steve Shields , Steve Shields,Boston Bruins,1782,1076,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #70 Martin Straka , Martin Straka,Pittsburgh Penguins,731,1838,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #77 Kim Johnsson , Kim Johnsson,Philadelphia Flyers,100,1906,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #79 Mark Parrish , Mark Parrish,New York Islanders,957,1697,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #85 Viktor Kozlov /500, Viktor Kozlov,Florida Panthers,1039,2613,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #87 Roman Hamrlik , Roman Hamrlik,New York Islanders,657,1697,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #91 Pavel Kubina , Pavel Kubina,Tampa Bay Lightning,942,674,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #95 Michael Nylander , Michael Nylander,Washington Capitals,1130,687,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #100 Mario Lemieux , Mario Lemieux,Pittsburgh Penguins,2790,1838,2003,500,0,0,0,0,0,0,1,9
2003-04 O-Pee-Chee Blue #104 Brendan Morrison , Brendan Morrison,Vancouver Canucks,385,2597,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #115 Brian Gionta , Brian Gionta,New Jersey Devils,1375,2499,2003,500,0,0,0,0,0,0,1,1.5
2003-04 O-Pee-Chee Blue #119 Eric Daze 382/500, Eric Daze,Chicago Blackhawks,794,2291,2003,500,0,0,0,0,0,0,1,3
2003-04 O-Pee-Chee Blue #121 Yanic Perreault , Yanic Perreault,Montreal Canadiens,945,2057,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #127 Ed Jovanovski , Ed Jovanovski,Vancouver Canucks,695,2597,2003,500,0,0,0,0,0,0,1,1.47
2003-04 O-Pee-Chee Blue #131 Phil Housley , Phil Housley,Toronto Maple Leafs,444,1127,2003,500,0,0,0,0,0,0,1,1.25
2003-04 O-Pee-Chee Blue #135 Peter Worrell , Peter Worrell,Florida Panthers,1080,2613,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #137 Jocelyn Thibault , Jocelyn Thibault,Chicago Blackhawks,898,2291,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #140 Mats Sundin , Mats Sundin,Toronto Maple Leafs,1225,1127,2003,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #144 Tie Domi , Tie Domi,Toronto Maple Leafs,1112,1127,2003,500,0,0,0,0,0,0,1,1.47
2003-04 O-Pee-Chee Blue #154 Sandis Ozolinsh , Sandis Ozolinsh,Anaheim Ducks,1017,2544,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #158 Martin Brodeur 497/500, Martin Brodeur,New Jersey Devils,2110,2499,2003,500,0,0,0,0,0,0,1,10
2003-04 O-Pee-Chee Blue #162 Derek Morris , Derek Morris,Colorado Avalanche,984,1163,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #173 Nikolai Antropov , Nikolai Antropov,Toronto Maple Leafs,100,1127,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #176 Marc Denis , Marc Denis,Columbus Blue Jackets,845,605,2003,500,0,0,0,0,0,0,1,1.5
2003-04 O-Pee-Chee Blue #183 P-M Bouchard , P-M Bouchard,Minnesota Wild,0,2085,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #185 Geoff Sanderson , Geoff Sanderson,Columbus Blue Jackets,993,605,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #188 Patrick Marleau , Patrick Marleau,San Jose Sharks,613,867,2003,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #192 Vincent Lecavalier , Vincent Lecavalier,Tampa Bay Lightning,1455,674,2003,500,0,0,0,0,0,0,1,1.96
2003-04 O-Pee-Chee Blue #195 Alex Tanguay , Alex Tanguay,Colorado Avalanche,1574,1163,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #200 Todd Bertuzzi , Todd Bertuzzi,Vancouver Canucks,790,2597,2003,500,0,0,0,0,0,0,1,2.4
2003-04 O-Pee-Chee Blue #208 Jordan Leopold , Jordan Leopold,Calgary Flames,818,730,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #211 Dave Andreychuk , Dave Andreychuk,Tampa Bay Lightning,2795,674,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #220 Mattias Ohlund , Mattias Ohlund,Vancouver Canucks,372,2597,2003,500,0,0,0,0,0,0,1,1.25
2003-04 O-Pee-Chee Blue #222 Kyle Calder , Kyle Calder,Chicago Blackhawks,650,2291,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #229 Mark Recchi , Mark Recchi,Philadelphia Flyers,1960,1906,2003,500,0,0,0,0,0,0,1,3.5
2003-04 O-Pee-Chee Blue #235 Keith Tkachuk , Keith Tkachuk,St. Louis Blues,1388,777,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #238 Jeff Friesen , Jeff Friesen,New Jersey Devils,2093,2499,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #241 Brad Stuart , Brad Stuart,San Jose Sharks,1003,867,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #244 Chris Pronger , Chris Pronger,St. Louis Blues,1223,777,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #250 Ron Francis , Ron Francis,Carolina Hurricanes,654,796,2003,500,0,0,0,0,0,0,1,4.5
2003-04 O-Pee-Chee Blue #254 Jozef Stumpel , Jozef Stumpel,Boston Bruins,283,1076,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #256 Bobby Holik , Bobby Holik,New York Rangers,709,2592,2003,500,0,0,0,0,0,0,1,1.88
2003-04 O-Pee-Chee Blue #265 Al MacInnis , Al MacInnis,St. Louis Blues,881,777,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #272 Milan Hejduk , Milan Hejduk,Colorado Avalanche,1289,1163,2003,500,0,0,0,0,0,0,1,1.47
2003-04 O-Pee-Chee Blue #275 Kenny Jonsson , Kenny Jonsson,New York Islanders,568,1697,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #278 Jay Bouwmeester 409/500, Jay Bouwmeester,Florida Panthers,381,2613,2003,500,0,0,0,0,0,0,1,4
2003-04 O-Pee-Chee Blue #284 Jody Shelley BM , Jody Shelley,Columbus Blue Jackets,1394,605,2003,500,0,0,0,0,0,0,1,1.4
2000-01 O-Pee-Chee Foil Parallel #73 Todd Marchant , Todd Marchant,Edmonton Oilers,612,2477,2000,100,0,0,0,0,0,0,1,5.4
2000-01 O-Pee-Chee Foil Parallel #220 Rick Tocchet , Rick Tocchet,Philadelphia Flyers,891,1906,2000,100,0,0,0,0,0,0,1,3.92
2000-01 O-Pee-Chee Foil Parallel #270B Andrew Cassels #001/100, Andrew Cassels,Vancouver Canucks,744,2597,2000,100,0,0,0,0,0,0,1,2.99
2000-01 O-Pee-Chee Foil Parallel #294 Jason Krog #/100, Jason Krog,New York Islanders,397,1697,2000,100,0,0,0,0,0,0,1,2.94
2002-03 O-Pee-Chee Premier Blue #13 Mike Modano , Mike Modano,Dallas Stars,1362,823,2002,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #9 Mike Modano , Mike Modano,Dallas Stars,1362,823,2003,500,0,0,0,0,0,0,1,4.2
2003-04 O-Pee-Chee Blue #16 Georges Laraque , Georges Laraque,Edmonton Oilers,1372,2477,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #23 Jan Bulis , Jan Bulis,Montreal Canadiens,0,2057,2003,500,0,0,0,0,0,0,1,1.23
2003-04 O-Pee-Chee Blue #30 Jaromir Jagr , Jaromir Jagr,Washington Capitals,2033,687,2003,500,0,0,0,0,0,0,1,7.2
2003-04 O-Pee-Chee Blue #36 Ossi Vaananen 218/500, Ossi Vaananen,Phoenix Coyotes,100,2100,2003,500,0,0,0,0,0,0,1,2.5
2003-04 O-Pee-Chee Blue #44 Frantisek Kaberle , Frantisek Kaberle,Atlanta Thrashers,198,1964,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #50 Alexei Kovalev , Alex Kovalev,New York Rangers,1224,2592,2003,500,0,0,0,0,0,0,1,1.47
2003-04 O-Pee-Chee Blue #54 Mike Fisher , Mike Fisher,Ottawa Senators,1376,1322,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #58 Tyler Arnason , Tyler Arnason,Chicago Blackhawks,837,2291,2003,500,0,0,0,0,0,0,1,1.23
2003-04 O-Pee-Chee Blue #62 Miikka Kiprusoff , Miikka Kiprusoff,San Jose Sharks,1394,867,2003,500,0,0,0,0,0,0,1,2.4
2003-04 O-Pee-Chee Blue #69 Alexei Yashin , Alexei Yashin,New York Islanders,1828,1697,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #75 Owen Nolan , Owen Nolan,Toronto Maple Leafs,1476,1127,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #78 David Legwand , David A Legwand,Nashville Predators,0,1131,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #80 Marcel Hossa , Marcel Hossa,Montreal Canadiens,384,2057,2003,500,0,0,0,0,0,0,1,1.88
2003-04 O-Pee-Chee Blue #86 John Madden , John Madden,New Jersey Devils,1161,2499,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #88 Eric Lindros , Eric Lindros,New York Rangers,2027,2592,2003,500,0,0,0,0,0,0,1,4.2
2003-04 O-Pee-Chee Blue #94 Janne Niinimaa , Janne Niinimaa,New York Islanders,485,1697,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #97 Dmitri Bykov , Dmitri Bykov,Detroit Red Wings,0,1931,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #101 Mark Messier /500, Mark Messier,New York Rangers,1271,2592,2003,500,0,0,0,0,0,0,1,4.2
2003-04 O-Pee-Chee Blue #107 Steve Konowalchuk , Steve Konowalchuk,Washington Capitals,196,687,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #116 Jeff O'Neill , Jeff O'Neill,Carolina Hurricanes,581,796,2003,500,0,0,0,0,0,0,1,1.25
2003-04 O-Pee-Chee Blue #120 Jose Theodore , Jose Theodore,Montreal Canadiens,1108,2057,2003,500,0,0,0,0,0,0,1,2.4
2003-04 O-Pee-Chee Blue #125 Doug Weight , Doug Weight,St. Louis Blues,933,777,2003,500,0,0,0,0,0,0,1,1.6
2003-04 O-Pee-Chee Blue #129 Adam Foote , Adam Foote,Colorado Avalanche,1795,1163,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #132 Philippe Boucher , Philippe Boucher,Dallas Stars,352,823,2003,500,0,0,0,0,0,0,1,1.25
2003-04 O-Pee-Chee Blue #136 Mike Knuble , Mike Knuble,Boston Bruins,1207,1076,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #138 Keith Primeau , Keith Primeau,Philadelphia Flyers,764,1906,2003,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #143 Pavol Demitra , Pavol Demitra,St. Louis Blues,1977,777,2003,500,0,0,0,0,0,0,1,2.5
2003-04 O-Pee-Chee Blue #147 Tommy Salo , Tommy Salo,Edmonton Oilers,655,2477,2003,500,0,0,0,0,0,0,1,1.8
2003-04 O-Pee-Chee Blue #157 Mike York , Mike York,Edmonton Oilers,1884,2477,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #159 Scott Gomez , Scott Gomez,New Jersey Devils,1619,2499,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #164 Mike Comrie , Mike Comrie,Edmonton Oilers,581,2477,2003,500,0,0,0,0,0,0,1,1.47
2003-04 O-Pee-Chee Blue #175 Nick Boynton , Nick Boynton,Boston Bruins,460,1076,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #179 Roman Cechmanek , Roman Cechmanek,Philadelphia Flyers,1030,1906,2003,500,0,0,0,0,0,0,1,2.7
2003-04 O-Pee-Chee Blue #184 Reed Low , Reed Low,St. Louis Blues,527,777,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #186 Andrei Zyuzin 079/500, Andrei Zyuzin,Minnesota Wild,0,2085,2003,500,0,0,0,0,0,0,1,2.5
2003-04 O-Pee-Chee Blue #189 Nicklas Lidstrom , Nicklas Lidstrom,Detroit Red Wings,911,1931,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #194 Dennis Seidenberg , Dennis Seidenberg,Philadelphia Flyers,1519,1906,2003,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #199 Steve Reinprecht , Steven Reinprecht,Colorado Avalanche,0,1163,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #204 Brian Rolston , Brian Rolston,Boston Bruins,1978,1076,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #210 Saku Koivu , Saku Koivu,Montreal Canadiens,1322,2057,2003,500,0,0,0,0,0,0,1,2.8
2003-04 O-Pee-Chee Blue #218 Daniel Sedin , Daniel Sedin,Vancouver Canucks,1128,2597,2003,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #221 Brad Richards , Brad Richards,Tampa Bay Lightning,1822,674,2003,500,0,0,0,0,0,0,1,2.4
2003-04 O-Pee-Chee Blue #223 Alexander Frolov , Alexander Frolov,Los Angeles Kings,1137,2501,2003,500,0,0,0,0,0,0,1,1.8
2003-04 O-Pee-Chee Blue #232 Bob Boughner , Bob Boughner,Calgary Flames,787,730,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #237 Ruslan Salei , Ruslan Salei,Anaheim Ducks,1149,2544,2003,500,0,0,0,0,0,0,1,1.88
2003-04 O-Pee-Chee Blue #240 Dany Heatley , Dany Heatley,Atlanta Thrashers,2385,1964,2003,500,0,0,0,0,0,0,1,1.96
2003-04 O-Pee-Chee Blue #242 Andrew Cassels , Andrew Cassels,Columbus Blue Jackets,744,605,2003,500,0,0,0,0,0,0,1,1.25
2003-04 O-Pee-Chee Blue #249 Martin St. Louis , Martin St. Louis,Tampa Bay Lightning,1268,674,2003,500,0,0,0,0,0,0,1,3.6
2003-04 O-Pee-Chee Blue #252 Doug Gilmour , Doug Gilmour,Toronto Maple Leafs,1435,1127,2003,500,0,0,0,0,0,0,1,4.5
2003-04 O-Pee-Chee Blue #255 Andrew Brunette , Andrew Brunette,Minnesota Wild,1155,2085,2003,500,0,0,0,0,0,0,1,1.25
2003-04 O-Pee-Chee Blue #264 Espen Knutsen , Espen Knutsen,Columbus Blue Jackets,543,605,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #267 Ryan Smyth , Ryan Smyth,Edmonton Oilers,2024,2477,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #273 Steve McKenna , Steve McKenna,Pittsburgh Penguins,670,1838,2003,500,0,0,0,0,0,0,1,1.75
2003-04 O-Pee-Chee Blue #276 Glen Murray , Glen Murray,Boston Bruins,1157,1076,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #283 Reed Low BM 433/500, Reed Low,St. Louis Blues,527,777,2003,500,0,0,0,0,0,0,1,2
2003-04 O-Pee-Chee Blue #285 Eric Cairns BM , Eric Cairns,New York Islanders,567,1697,2003,500,0,0,0,0,0,0,1,1.2
2003-04 O-Pee-Chee Blue #286 Brendan Witt BM , Brendan Witt,Washington Capitals,583,687,2003,500,0,0,0,0,0,0,1,1.54
2003-04 O-Pee-Chee Blue #292 Paul Kariya SH , Paul Kariya,Anaheim Ducks,1523,2544,2003,500,0,0,0,0,0,0,1,2.48
2003-04 O-Pee-Chee Blue #294 Marty Turco AS , Marty Turco,Dallas Stars,1899,823,2003,500,0,0,0,0,0,0,1,2.13
2003-04 O-Pee-Chee Blue #296 Paul Kariya AS , Paul Kariya,Anaheim Ducks,1523,2544,2003,500,0,0,0,0,0,0,1,2.52
2003-04 O-Pee-Chee Blue #297 Nicklas Lidstrom AS , Nicklas Lidstrom,Detroit Red Wings,911,1931,2003,500,0,0,0,0,0,0,1,2.35
2003-04 O-Pee-Chee Blue #303 Olli Jokinen AS , Olli Jokinen,Florida Panthers,1490,2613,2003,500,0,0,0,0,0,0,1,2.4
2003-04 O-Pee-Chee Blue #304 Bill Guerin AS , Bill Guerin,Dallas Stars,297,823,2003,500,0,0,0,0,0,0,1,1.875
2003-04 O-Pee-Chee Blue #307 Mathieu Darche , Mathieu Darche,Columbus Blue Jackets,293,605,2003,500,0,0,0,0,0,0,1,1.876666667
2003-04 O-Pee-Chee Blue #308 Mathias Johansson , Mathias Johansson,Pittsburgh Penguins,0,1838,2003,500,0,0,0,0,0,0,1,2.065
2003-04 O-Pee-Chee Blue #311 Rick Mrozik , Rick Mrozik,Calgary Flames,0,730,2003,500,0,0,0,0,0,0,1,1.625
2003-04 O-Pee-Chee Blue #316 Peter Sejna , Peter Sejna,St. Louis Blues,475,777,2003,500,0,0,0,0,0,0,1,1.94
2003-04 O-Pee-Chee Blue #319 Shaone Morrisonn , Shaone Morrisonn,Boston Bruins,0,1076,2003,500,0,0,0,0,0,0,1,1.916666667
2003-04 O-Pee-Chee Blue #320 Garnet Exelby , Garnet Exelby,Atlanta Thrashers,384,1964,2003,500,0,0,0,0,0,0,1,1.6375
2003-04 O-Pee-Chee Blue #324 Tomas Kurka , Tomas Kurka,Carolina Hurricanes,0,796,2003,500,0,0,0,0,0,0,1,2.375
2003-04 O-Pee-Chee Blue #327 Jared Aulin , Jared Aulin,Los Angeles Kings,197,2501,2003,500,0,0,0,0,0,0,1,1.66
2003-04 O-Pee-Chee Blue #330 Alexei Semenov , Alexei Semenov,Edmonton Oilers,0,2477,2003,500,0,0,0,0,0,0,1,1.875
2003-04 O-Pee-Chee Blue #337 Tuomo Ruutu , Tuomo Ruutu,Chicago Blackhawks,1222,2291,2003,500,0,0,0,0,0,0,1,2.733333333
2003-04 O-Pee-Chee Red #149 Brent Johnson , Brent Johnson,St. Louis Blues,1010,777,2003,100,0,0,0,0,0,0,1,5.7
2003-04 O-Pee-Chee Red #151 Darryl Sydor , Darryl Sydor,Dallas Stars,571,823,2003,100,0,0,0,0,0,0,1,3.475
2003-04 O-Pee-Chee Red #229 Mark Recchi /100, Mark Recchi,Philadelphia Flyers,1960,1906,2003,100,0,0,0,0,0,0,1,7.666666667
2003-04 O-Pee-Chee Red #242 Andrew Cassels 61/100, Andrew Cassels,Columbus Blue Jackets,744,605,2003,100,0,0,0,0,0,0,1,3.875
2003-04 O-Pee-Chee Red #294 Marty Turco AS , Marty Turco,Dallas Stars,1899,823,2003,100,0,0,0,0,0,0,1,3.27
2003-04 O-Pee-Chee Red #304 Bill Guerin AS , Bill Guerin,Dallas Stars,297,823,2003,100,0,0,0,0,0,0,1,4.5
2003-04 O-Pee-Chee Red #330 Alexei Semenov , Alexei Semenov,Edmonton Oilers,0,2477,2003,100,0,0,0,0,0,0,1,4
2008-09 O-Pee-Chee 1979-80 Retro Rainbow #113 Mathieu Schneider , Mathieu Schneider,Anaheim Ducks,610,2544,2008,100,0,0,0,0,0,0,1,6
2008-09 O-Pee-Chee 1979-80 Retro Rainbow #551 Tim Conboy , Tim Conboy,Carolina Hurricanes,0,796,2008,100,0,0,0,0,0,0,1,9
2009-10 O-Pee-Chee Retro Rainbow #10 Colton Gillies , Colton Gillies,Minnesota Wild,100,2085,2009,100,0,0,0,0,0,0,1,9
2009-10 O-Pee-Chee Retro Rainbow #24 David Jones #50/100, David Jones,Colorado Avalanche,987,1163,2009,100,0,0,0,0,0,0,1,4.38
2009-10 O-Pee-Chee Retro Rainbow #35 Chris Mason , Chris Mason,St. Louis Blues,2053,777,2009,100,0,0,0,0,0,0,1,7.2
2009-10 O-Pee-Chee Retro Rainbow #63 Michael Peca , Mike Peca,Columbus Blue Jackets,1218,605,2009,100,0,0,0,0,0,0,1,4.03
2009-10 O-Pee-Chee Retro Rainbow #69 Daniel Alfredsson , Daniel Alfredsson,Ottawa Senators,1238,1322,2009,100,0,0,0,0,0,0,1,7.1
2009-10 O-Pee-Chee Retro Rainbow #94 Nikolai Kulemin , Nikolay Kulemin,Toronto Maple Leafs,190,1127,2009,100,0,0,0,0,0,0,1,6
2009-10 O-Pee-Chee Retro Rainbow #104 Dwayne Roloson , Dwayne Roloson,Edmonton Oilers,929,2477,2009,100,0,0,0,0,0,0,1,7
2009-10 O-Pee-Chee Retro Rainbow #189 Jean-Pierre Dumont /100, Jean-Pierre Dumont,Nashville Predators,0,1131,2009,100,0,0,0,0,0,0,1,3.87
2009-10 O-Pee-Chee Retro Rainbow #208 Slava Kozlov , Slava Kozlov,Atlanta Thrashers,819,1964,2009,100,0,0,0,0,0,0,1,5.4
2009-10 O-Pee-Chee Retro Rainbow #211 Dennis Seidenberg , Dennis Seidenberg,Carolina Hurricanes,1519,796,2009,100,0,0,0,0,0,0,1,5.6
2009-10 O-Pee-Chee Retro Rainbow #219 Alexandre Picard , Alexandre (DEF) Picard,Ottawa Senators,0,1322,2009,100,0,0,0,0,0,0,1,5.4
2003-04 O-Pee-Chee Blue #290 Martin Brodeur SH , Martin Brodeur,New Jersey Devils,2110,2499,2003,500,0,0,0,0,0,0,1,4.8
2003-04 O-Pee-Chee Blue #298 Al MacInnis AS , Al MacInnis,St. Louis Blues,881,777,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #301 Dany Heatley AS /500, Dany Heatley,Atlanta Thrashers,2385,1964,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #310 Milan Bartovic , Milan Bartovic,Buffalo Sabres,0,2180,2003,500,0,0,0,0,0,0,1,2.1
2003-04 O-Pee-Chee Blue #313 Fernando Pisani , Fernando Pisani,Edmonton Oilers,474,2477,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Blue #326 Jim Vandermeer , Jim Vandermeer,Philadelphia Flyers,649,1906,2003,500,0,0,0,0,0,0,1,2.25
2003-04 O-Pee-Chee Gold #41 Anson Carter , Anson Carter,New York Rangers,805,2592,2003,50,0,0,0,0,0,0,1,9.9
2003-04 O-Pee-Chee Gold #145 Denis Arkhipov , Denis Arkhipov,Nashville Predators,0,1131,2003,50,0,0,0,0,0,0,1,3.92
2003-04 O-Pee-Chee Gold #194 Dennis Seidenberg 43/50, Dennis Seidenberg,Philadelphia Flyers,1519,1906,2003,50,0,0,0,0,0,0,1,9.6
2003-04 O-Pee-Chee Red #1 Joe Thornton , Joe Thornton,Boston Bruins,689,1076,2003,100,0,0,0,0,0,0,1,10.8
2003-04 O-Pee-Chee Red #36 Ossi Vaananen , Ossi Vaananen,Phoenix Coyotes,100,2100,2003,100,0,0,0,0,0,0,1,3.75
2003-04 O-Pee-Chee Red #41 Anson Carter , Anson Carter,New York Rangers,805,2592,2003,100,0,0,0,0,0,0,1,5.4
